,ts,index_eth,index_usd
470,2021-06-20 14:00:00,494.5731893745,555.4958281013
471,2021-06-20 15:00:00,494.5731893745,555.4958281013
472,2021-06-20 16:00:00,494.5731893745,555.4958281013
473,2021-06-20 17:00:00,494.5731893745,555.4958281013
474,2021-06-20 18:00:00,494.0002607489,554.8523248189
475,2021-06-20 19:00:00,482.125444684,541.5147421625
476,2021-06-20 20:00:00,482.125444684,541.5147421625
477,2021-06-20 21:00:00,482.125444684,541.5147421625
478,2021-06-20 22:00:00,478.8754950241,537.8644563914
479,2021-06-20 23:00:00,478.8754950241,537.8644563914
480,2021-06-21 00:00:00,494.0002607489,466.4467810589
481,2021-06-21 01:00:00,492.4314725487,464.9654940034
482,2021-06-21 02:00:00,492.4314725487,464.9654940034
483,2021-06-21 03:00:00,492.4314725487,464.9654940034
